State,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients breathing improved,How often patients wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often patients receiving home health care needed urgent unplanned care in the ER without being admitted,How often home health patients had to be admitted to the hospital,Lbl: Poor Hosp Rating 1SD,Lbl: Poor Hosp Rating 2SD,Lbl: Poor ER Rating 1SD,Lbl: Poor ER Rating 2SD,Lbl: Poor Pain Rating 1SD,Lbl: Poor Pain Rating 2SD,Lbl: Poor Drugs Rating 1SD,Lbl: Poor Drugs Rating 2SD
AL,TRUSSVILLE,35173,2056553707,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/20/2003,94,80,99,99,55,56,98,100,100,93,99,68,61,77,72,76,96,64,8,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,MOBILE,36609,2513410707,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/05/2004,91,95,100,100,66,66,88,100,97,89,100,75,70,81,77,73,94,63,9,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,TALLADEGA,35160,2567614363,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/25/2004,93,91,100,100,75,72,100,98,99,99,99,82,66,89,87,84,97,74,11,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,OPELIKA,36801,3348877234,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/09/2006,96,85,91,99,61,72,95,99,100,100,99,63,63,68,66,69,88,58,13,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,FORT PAYNE,35967,2568448303,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/11/2006,97,89,98,98,90,91,96,99,100,99,100,73,63,77,68,65,98,61,12,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,OZARK,36360,3347740370,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,07/26/2006,97,97,74,99,61,56,97,99,100,100,100,64,56,74,67,66,92,60,14,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,VALLEY,36854,3347566225,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,09/13/2006,92,95,95,99,69,64,93,100,99,95,100,59,58,68,67,67,87,58,8,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,HUNTSVILLE,35801,2568813266,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/15/2007,93,92,100,93,69,68,94,99,97,96,99,66,59,73,76,74,88,64,13,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,MONROEVILLE,36460,2515759195,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,04/12/2007,96,96,94,99,95,93,100,100,100,100,100,82,58,90,76,90,87,78,16,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,DOTHAN,36303,3349442290,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/27/2008,98,96,100,100,70,75,97,99,100,98,100,62,56,68,62,65,89,55,12,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,FLORENCE,35630,2567661817,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/10/2008,93,96,79,97,75,56,98,88,100,100,99,75,64,83,69,74,86,64,12,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,CLANTON,35045,2057559926,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/11/2009,89,93,100,99,78,85,95,100,100,91,99,64,65,65,68,65,83,50,8,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,PELL CITY,35125,2053388440,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/20/2009,91,96,100,100,84,89,96,100,99,89,100,62,50,67,62,77,93,53,12,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,MOBILE,36609,2513160917,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/21/2009,94,84,100,100,87,88,92,100,95,86,98,64,51,74,66,76,89,54,9,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,VANCE,35490,2055629615,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/15/2010,92,77,100,100,62,57,99,99,100,99,100,49,42,53,54,60,94,44,,,,,,,FALSE,FALSE,FALSE,FALSE
AL,JASPER,35501,2052215234,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/04/2009,95,89,100,99,84,84,93,100,95,93,100,63,49,67,64,59,93,47,12,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,CULLMAN,35055,2567392992,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/02/2009,96,84,100,99,81,88,72,100,86,83,100,68,65,77,66,75,87,63,13,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,CULLMAN,35055,2568414443,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/30/2011,90,98,98,100,90,91,97,98,99,98,99,63,51,73,72,59,86,59,14,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,GADSDEN,35903,2564594971,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/07/2013,89,98,100,100,61,69,100,100,100,100,99,57,49,62,54,44,,39,5,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,HOMEWOOD,35209,2058771754,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/24/2013,86,93,99,98,81,80,97,99,99,99,99,64,62,74,66,76,91,61,5,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,MADISON,35757,2563468223,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,06/12/2013,90,96,100,99,80,68,99,100,100,99,99,62,46,61,65,53,68,38,16,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,FLORENCE,35630,2562469972,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/15/2013,96,93,100,100,83,89,64,100,78,67,99,75,71,76,63,63,,62,12,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,TUSCALOOSA,35406,2057520606,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/17/1976,92,95,89,99,83,78,91,100,97,93,100,69,55,74,68,63,86,59,9,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,ANNISTON,36205,2568359099,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/20/1979,93,91,76,98,67,65,89,99,98,96,100,67,55,72,69,66,85,61,13,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,PHENIX CITY,36867,3342976900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/04/1982,92,98,100,100,26,28,93,98,96,90,100,62,58,61,80,69,95,53,12,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,MONTGOMERY,36109,3342720313,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/01/1994,90,91,89,99,61,58,98,99,99,99,100,66,61,72,69,70,92,53,10,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,SELMA,36701,3348752550,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10/31/1991,94,96,94,99,61,54,98,100,98,98,100,72,63,77,75,67,91,60,12,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,MONROEVILLE,36461,2517437328,State/County,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,03/06/1995,95,97,99,98,65,63,92,99,100,99,98,61,55,64,65,59,90,52,15,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,TROY,36081,3345669238,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/13/2002,96,98,100,100,75,72,98,100,99,97,100,67,62,75,74,76,94,61,12,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,DECATUR,35601,2563555746,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10/12/2001,94,98,100,100,77,84,99,100,100,99,100,78,79,80,83,78,92,69,12,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,JASPER,35501,2052952434,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/03/2005,94,95,98,100,86,92,99,100,100,99,100,68,58,76,62,77,88,60,10,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,BREWTON,36426,2518091717,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/18/2006,98,93,91,95,94,92,97,100,99,99,100,75,58,81,82,86,95,67,13,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,PRATTVILLE,36067,3343613753,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,07/01/1966,95,98,100,98,65,59,94,100,100,95,100,45,37,41,33,18,,,,,,,,,TRUE,FALSE,,
AL,CLAYTON,36016,3347759044,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,07/01/1966,96,89,98,98,70,61,98,99,98,98,99,49,51,52,49,56,82,25,13,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
AL,LINDEN,36748,3342950000,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,10/14/1970,96,92,99,93,58,36,98,97,100,95,100,55,36,54,78,42,,28,16,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
AL,ENTERPRISE,36330,3343479576,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,07/01/1966,91,97,100,97,63,61,90,97,97,96,100,54,44,56,57,44,94,51,12,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,SHEFFIELD,35660,2563831234,State/County,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,07/01/1966,99,95,100,100,61,65,98,100,100,100,100,88,79,97,84,81,100,73,14,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,EVERGREEN,36401,2515785265,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,07/01/1966,98,95,100,100,52,54,98,99,99,92,100,54,54,58,53,60,,32,21,12,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
AL,SELMA,36701,3348722323,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,03/06/1969,95,98,100,94,39,30,100,99,100,100,100,54,36,26,75,54,,27,13,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
AL,FORT PAYNE,35967,2568458680,State/County,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/01/1966,86,86,95,90,74,61,95,99,99,98,99,77,65,81,74,71,93,38,14,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,GADSDEN,35903,2565475012,State/County,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,07/01/1966,96,92,98,96,60,44,98,99,99,99,100,60,61,58,51,50,80,42,8,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,HARTFORD,36344,3346842259,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,07/01/1966,99,97,99,99,80,76,97,99,98,98,98,75,61,67,64,64,,51,12,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,DOTHAN,36302,3346782805,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,07/01/1966,98,93,99,99,67,62,91,97,96,95,99,63,50,58,59,52,91,44,16,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,SCOTTSBORO,35769,2562593694,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,07/01/1966,97,89,97,100,36,60,98,98,100,100,100,56,61,57,56,53,,44,14,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,HAMILTON,35570,2059212859,State/County,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/01/1966,99,92,100,100,61,69,98,100,100,98,100,80,71,90,82,67,92,72,8,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,GUNTERSVILLE,35976,2565828425,State/County,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,03/26/1969,94,94,94,100,62,71,100,99,99,100,100,70,63,84,67,58,,60,18,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,MONROEVILLE,36460,2515752980,State/County,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,08/14/1969,99,96,100,99,47,62,100,100,100,99,100,65,69,71,80,75,,41,19,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,MONTGOMERY,36108,3342936525,State/County,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/01/1966,99,95,100,96,60,46,97,100,99,100,99,42,27,50,61,51,,25,,,,,,,FALSE,FALSE,TRUE,FALSE
AL,ROANOKE,36274,3348638983,State/County,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,07/01/1966,87,93,99,85,59,68,91,99,94,91,100,64,54,68,57,49,95,49,13,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,SYLACAUGA,35150,2562494893,State/County,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/01/1966,99,96,98,89,57,50,98,99,99,99,100,61,44,58,56,68,94,42,10,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,TUSCALOOSA,35405,2055544520,State/County,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,07/01/1966,94,97,100,96,61,57,96,100,100,100,100,78,79,82,83,78,,69,7,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,CHATOM,36518,2518472257,State/County,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,01/10/1969,98,92,99,100,67,49,99,99,98,99,100,67,62,66,54,61,,46,17,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,DOUBLE SPRINGS,35553,2054863159,State/County,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,07/01/1966,99,100,100,100,74,79,97,100,100,99,100,82,79,93,81,76,92,74,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,VERNON,35592,2056956916,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,05/02/1985,92,93,100,100,66,45,100,100,100,100,100,77,84,87,88,80,96,78,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,DECATUR,35601,2563062400,State/County,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,02/25/1987,98,95,98,100,67,55,92,100,97,100,100,47,48,47,44,42,,25,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
AL,ATHENS,35611,2562300434,State/County,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,04/06/1988,89,95,98,100,61,64,100,99,100,100,100,67,62,70,69,64,83,52,14,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,CULLMAN,35055,2567340258,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,10/01/1970,96,93,100,100,66,46,100,99,99,96,100,54,69,74,64,59,,38,13,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AL,MOULTON,35650,2569747076,State/County,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,04/05/1988,99,95,94,100,67,45,99,100,100,100,100,56,54,74,64,47,,63,9,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AK,ANCHORAGE,99508,9075630130,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,05/17/1982,74,95,100,96,60,61,96,99,99,99,100,41,36,54,49,55,71,32,17,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
AK,JUNEAU,99801,9074633113,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/27/1982,71,70,100,61,72,59,77,93,94,93,100,54,50,54,55,70,,41,20,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AK,FAIRBANKS,99701,9074585410,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/19/1985,91,84,99,100,82,68,96,100,100,99,99,61,51,66,62,68,92,51,20,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AK,SITKA,99835,9077471750,Local,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,09/26/1985,90,81,100,93,71,59,94,100,100,95,100,,,,,,,,19,9,FALSE,FALSE,TRUE,FALSE,,,,
AK,WASILLA,99654,9078616000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/22/1987,78,96,100,89,70,73,94,100,99,98,99,55,49,58,56,65,81,46,14,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AK,PETERSBURG,99833,9077724291,Local,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,07/21/1987,86,92,100,95,71,70,94,95,98,95,95,,,,,,,,,,,,,,,,,
AK,HOMER,99603,9072350369,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/20/1990,75,84,100,98,44,59,94,98,89,100,100,46,37,45,39,,,,4,30,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,
AK,KETCHIKAN,99901,9072258914,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/04/1993,86,93,92,96,66,90,100,100,100,100,100,51,45,55,44,42,92,36,26,16,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AK,SOLDOTNA,99669,9072605959,Private,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,01/02/1996,80,92,100,99,47,44,98,97,99,100,100,54,44,51,31,61,,46,20,11,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
AK,ANCHORAGE,99503,9072721275,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,05/07/1996,82,95,100,97,79,80,94,98,98,98,99,53,49,57,57,64,75,48,13,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AK,ANCHORAGE,99508,9077292490,Other,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,07/17/1996,91,92,100,96,51,71,95,100,98,88,89,54,69,69,68,75,78,54,5,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AK,ANCHORAGE,99501,9077700862,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,08/23/2006,95,77,99,99,75,85,95,98,100,97,100,55,45,55,59,64,78,45,17,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,SURPRISE,85374,6239747810,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/01/1972,95,97,96,99,81,84,100,99,100,100,100,52,50,65,55,70,,46,19,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,GILBERT,85297,4806571000,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/19/1977,91,96,99,100,59,51,97,99,99,97,99,59,53,66,62,65,82,40,13,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,TUCSON,85711,5207471800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/28/1979,94,91,99,96,80,79,90,99,100,94,100,58,64,68,49,66,91,41,5,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,PHOENIX,85014,6025306900,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/08/1980,73,91,100,78,46,35,100,97,98,100,100,41,63,60,54,73,,57,12,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,SCOTTSDALE,85251,4808824222,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/01/1981,95,91,94,98,86,84,87,98,99,90,100,66,66,72,74,75,85,60,12,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,SHOW LOW,85901,9285376900,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/15/1982,81,91,97,57,69,72,93,96,97,92,98,59,55,70,55,68,94,55,20,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,PRESCOTT,86301,9287595900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,12/29/1982,89,80,100,79,52,60,81,96,92,87,96,69,64,77,72,72,97,63,16,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,TUCSON,85715,5207311333,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/27/1983,96,96,99,100,79,76,94,100,100,95,99,62,56,70,68,68,81,56,12,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,PHOENIX,85032,6029920709,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/21/1983,93,93,100,99,69,70,92,100,99,89,99,61,55,72,63,74,82,59,11,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,COTTONWOOD,86326,9286396674,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/30/1983,96,74,95,91,77,80,93,98,89,99,98,58,52,62,53,64,87,42,22,12,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AZ,FLAGSTAFF,86001,9287732238,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/26/1984,92,84,67,71,45,51,60,87,88,67,94,58,68,62,52,53,67,43,11,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,KINGMAN,86409,9286924630,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/17/1984,98,100,98,100,72,83,100,100,100,100,100,59,51,73,72,65,95,56,14,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,TUCSON,85704,5206944663,Private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,03/15/1984,77,98,99,99,64,68,98,99,99,98,99,55,55,67,66,71,91,48,11,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,LAKE HAVASU CITY,86403,9286801209,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,07/27/1984,91,99,100,100,78,81,92,100,98,97,100,66,50,74,62,59,97,62,16,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,PHOENIX,85022,6028706364,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,02/06/1985,91,95,100,96,81,77,98,99,99,99,99,61,54,74,68,77,85,54,12,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,TUCSON,85711,5207213822,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01/30/1985,85,76,99,99,55,55,99,99,100,99,100,60,60,72,71,76,92,60,16,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,SIERRA VISTA,85635,5203356118,Proprietary,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,06/10/1988,66,82,95,50,59,55,99,85,98,99,92,71,73,76,70,74,100,73,14,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,PHOENIX,85014,6022851800,Religious Affiliations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/17/1988,87,94,98,99,74,65,96,97,100,99,99,34,30,34,26,34,,29,,,,,,,TRUE,TRUE,TRUE,FALSE
AZ,PHOENIX,85020,6023951999,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11/30/1988,95,96,83,99,87,84,99,99,100,100,100,62,58,67,73,71,89,46,11,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,TUCSON,85705,2144453750,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,04/17/1990,82,78,100,99,75,89,90,98,97,97,98,61,58,76,68,67,82,50,11,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,PAYSON,85541,9284725245,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,08/06/1990,96,100,100,99,80,86,100,100,100,95,100,71,68,83,72,69,94,64,14,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,TUCSON,85712,5207311117,Proprietary,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,04/14/1992,74,93,100,92,63,62,92,94,98,99,93,65,55,71,83,,,48,,,,,,,FALSE,FALSE,FALSE,FALSE
AZ,NOGALES,85621,5207613211,Proprietary,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,07/14/1992,85,85,100,100,19,16,98,100,100,100,100,62,54,66,76,76,100,48,24,12,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
AZ,TUCSON,85704,5205442300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,06/24/1992,91,96,100,96,86,86,99,99,99,100,100,61,55,68,67,71,85,52,16,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,PHOENIX,85020,6022669971,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/15/1992,86,99,100,97,66,66,98,99,100,99,98,55,56,68,57,69,93,50,10,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZ,MESA,85205,5204210447,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,09/28/1992,94,97,100,97,71,93,94,100,100,95,100,60,,74,62,,,,16,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
