State,City,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,How often the home health team began their patients care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients risk of falling,How often the home health team checked patients for depression,How often the home health team made sure that their patients have received a flu shot for the current flu season.,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,With diabetes - how often the home health team got doctors orders and gave foot care and taught patients about foot care,How often the home health team checked patients for pain,How often the home health team treated their patients pain,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores),How often the home health team checked patients for the risk of developing pressure sores (bed sores),Count of non-reported behaviours,Count of non-reported outcomes,Non-trad Chronic,Lbl: Poor Hosp Rating 1SD
MI,MOUNT CLEMENS,Proprietary,1,1,1,1,1,1,92,97,100,100,63,66,93,98,99,100,99,0,0,0,TRUE
FL,MIAMI,Proprietary,1,1,1,1,1,1,100,100,100,100,7,25,100,100,100,95,96,0,2,1,TRUE
NC,LINCOLNTON,Other,1,1,1,1,1,1,97,96,99,98,80,90,93,99,95,88,100,0,0,0,FALSE
OK,STILLWATER,Proprietary,1,1,1,1,1,1,92,98,100,100,78,84,98,100,100,100,99,0,1,1,FALSE
NJ,CAPE MAY COURT HOUSE,State/County,1,1,1,1,1,1,99,98,100,100,78,84,98,100,100,99,100,0,0,0,FALSE
TX,CHANNELVIEW,Proprietary,1,1,1,1,1,1,85,93,100,80,75,71,90,76,91,95,68,1,4,1,FALSE
FL,CLEARWATER,State/County,1,1,1,1,1,1,96,92,95,99,52,43,93,98,97,97,100,0,0,1,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,92,94,100,96,54,35,100,100,100,100,100,0,1,1,FALSE
TX,WICHITA FALLS,Proprietary,1,1,1,1,1,1,91,97,100,97,76,63,89,100,100,100,98,0,1,1,FALSE
CA,LOS ANGELES,Proprietary,1,1,1,1,1,1,79,98,100,95,42,48,98,100,98,99,94,0,1,1,TRUE
OH,MIAMISBURG,Proprietary,1,1,1,1,1,1,94,98,100,100,73,62,98,100,100,99,100,0,1,1,FALSE
OH,DAYTON,Proprietary,1,1,1,1,1,1,83,88,99,96,78,80,97,99,99,99,99,0,0,0,FALSE
TX,DENTON,Proprietary,1,1,1,1,1,1,80,97,100,96,68,66,98,95,100,100,86,0,1,1,FALSE
AL,PELL CITY,Proprietary,1,1,1,1,1,1,98,98,100,99,80,85,93,100,98,96,100,0,0,0,FALSE
TX,BROWNSVILLE,Proprietary,1,1,1,1,1,1,98,100,100,100,64,55,98,100,100,95,93,1,1,1,TRUE
OR,HEPPNER,State/County,1,1,0,0,1,1,71,83,97,99,79,95,78,99,96,90,99,0,1,1,FALSE
IN,HIGHLAND,Proprietary,1,1,1,1,1,1,99,100,94,100,64,81,100,100,100,100,99,0,1,1,FALSE
VT,SAINT JOHNSBURY,Private,1,1,1,1,1,1,93,98,99,99,87,88,97,99,99,100,100,0,0,0,FALSE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,97,94,99,96,68,46,99,95,98,100,94,0,1,1,FALSE
CA,ORINDA,Proprietary,1,1,1,1,1,1,75,93,100,100,81,79,94,99,100,95,98,0,0,0,FALSE
MI,SOUTHFIELD,Proprietary,1,1,1,1,1,1,74,97,99,100,51,49,96,99,99,95,100,0,1,1,TRUE
WV,MARTINSBURG,Private,1,1,1,1,1,1,95,99,100,99,81,86,100,99,100,100,99,0,0,0,FALSE
MI,LIVONIA,Proprietary,1,1,1,1,1,1,100,93,100,100,52,33,100,100,100,100,99,0,1,1,FALSE
LA,LAKE CHARLES,Proprietary,1,1,1,1,1,1,92,53,100,97,67,67,85,100,90,82,99,0,0,0,FALSE
ID,IDAHO FALLS,Proprietary,1,1,1,1,1,1,97,82,99,99,75,69,98,99,99,100,98,0,1,1,FALSE
KS,GOODLAND,Proprietary,1,0,0,0,0,1,97,89,100,100,87,97,94,100,100,95,97,2,3,1,FALSE
MO,KANSAS CITY,Proprietary,1,1,1,1,1,1,83,85,100,97,57,70,83,99,87,83,99,0,1,1,FALSE
VA,LYNCHBURG,Proprietary,1,1,1,1,0,1,86,94,100,100,87,97,97,100,98,96,100,0,0,0,FALSE
MD,TOWSON,Proprietary,1,1,1,1,1,1,92,100,100,98,76,71,100,100,100,100,100,0,0,0,TRUE
IL,MOUNT VERNON,Religious Affiliations,1,1,1,1,1,1,96,100,100,100,82,87,100,100,100,100,100,0,0,0,FALSE
LA,COVINGTON,Proprietary,1,1,1,1,1,1,96,99,100,99,56,64,99,100,100,100,100,0,0,0,FALSE
PA,UPPER DARBY,Proprietary,1,1,1,0,0,1,82,96,100,96,95,70,91,99,99,98,72,0,1,1,FALSE
SC,FLORENCE,Private,1,1,0,1,1,1,96,99,100,100,90,92,100,100,100,100,100,0,0,0,FALSE
TX,STAFFORD,Proprietary,1,1,1,1,1,1,97,95,98,97,16,12,98,97,98,94,99,0,1,1,FALSE
AZ,PHOENIX,Proprietary,1,1,1,1,1,1,82,98,100,100,90,95,100,100,100,95,99,1,1,1,FALSE
PA,AMBLER,Religious Affiliations,1,1,1,1,1,1,100,99,95,100,90,92,96,100,99,100,100,0,0,0,FALSE
KY,JACKSON,State/County,1,1,0,0,0,1,93,49,99,99,67,60,79,99,71,46,97,0,0,1,FALSE
LA,SLIDELL,Proprietary,1,1,1,1,1,1,90,71,99,96,76,69,92,100,95,91,99,0,1,1,FALSE
FL,MIAMI,Proprietary,1,1,1,0,0,1,74,92,100,100,37,7,78,100,100,96,99,0,1,1,FALSE
CA,RIVERSIDE,Proprietary,1,1,1,1,1,1,98,95,100,100,77,98,100,100,99,97,100,0,1,1,FALSE
PA,CARNEGIE,Proprietary,1,1,1,1,1,1,94,96,98,89,96,94,89,97,94,95,91,1,1,1,TRUE
TX,BORGER,Proprietary,1,1,1,1,1,1,89,84,99,99,60,67,86,98,96,95,99,1,1,1,FALSE
IN,MERRILLVILLE,Proprietary,1,1,1,0,0,1,90,82,81,67,3,0,94,88,87,95,96,2,7,1,FALSE
TX,MESQUITE,Proprietary,1,1,1,1,1,1,95,95,100,99,83,84,100,100,100,100,97,0,1,1,TRUE
FL,FORT WALTON BEACH,Private,1,1,1,1,1,1,95,92,99,99,72,71,85,99,93,84,96,0,0,0,FALSE
CA,ALAMEDA,Private,1,1,1,1,1,1,81,87,100,98,68,75,94,100,100,100,100,1,1,1,FALSE
MI,WARREN,Proprietary,1,1,1,1,1,1,93,96,99,96,76,60,91,99,99,92,95,0,1,1,FALSE
VA,TAPPAHANNOCK,Private,1,1,0,1,0,1,95,94,100,99,81,81,98,99,99,99,99,0,0,0,FALSE
TX,LAREDO,Proprietary,1,1,1,1,1,1,94,96,100,100,36,28,100,100,100,100,96,0,1,1,FALSE
CA,GLENDALE,Proprietary,1,1,1,1,1,1,98,94,100,100,18,10,100,100,99,100,100,0,1,1,TRUE
FL,MIAMI,Proprietary,1,1,1,0,0,1,97,100,100,100,70,94,100,100,100,95,100,1,1,1,FALSE
TX,BAY CITY,Proprietary,1,1,1,1,1,1,83,99,99,99,67,47,91,97,100,100,97,0,0,0,FALSE
CO,DENVER,Proprietary,1,1,1,1,1,1,87,85,100,93,74,73,76,97,94,78,99,0,0,0,FALSE
KS,WICHITA,Proprietary,1,1,1,1,1,1,88,78,100,100,89,86,91,100,98,94,99,0,1,1,FALSE
ME,BELFAST,Other,1,1,1,1,1,1,96,99,100,99,90,93,98,99,100,99,98,0,0,0,FALSE
TN,JOHNSON CITY,Private,1,1,1,1,1,1,90,98,100,100,73,81,99,99,100,100,99,0,0,0,FALSE
MS,BAY SPRINGS,Local,1,1,1,1,1,1,99,96,98,100,76,83,98,99,100,99,99,0,1,1,FALSE
OH,TOLEDO,Proprietary,1,1,1,1,1,1,86,96,97,100,66,68,100,98,100,100,100,0,5,1,TRUE
OR,CENTRAL POINT,Proprietary,1,1,1,1,1,1,96,93,100,100,82,94,96,100,100,100,100,0,0,0,FALSE
CA,LOS ANGELES,Proprietary,1,1,1,1,1,1,98,99,100,100,75,82,100,100,100,100,100,0,1,1,FALSE
OH,SYLVANIA,Private,1,1,1,1,1,1,92,92,99,100,72,69,98,99,99,99,99,0,0,0,FALSE
MN,BROOKLYN PARK,Proprietary,1,1,1,0,0,1,85,95,99,98,65,86,97,96,99,98,89,0,7,1,FALSE
CA,SAN FRANCISCO,Other,1,1,1,1,1,1,82,94,100,98,72,77,95,99,100,99,100,0,0,0,FALSE
MO,MARYVILLE,Religious Affiliations,1,1,1,1,1,1,98,99,100,100,88,92,100,100,100,100,100,0,0,0,FALSE
CA,PARADISE,Religious Affiliations,1,1,1,1,1,1,91,93,100,98,79,76,90,99,96,87,100,0,0,0,FALSE
CA,GLENDALE,Proprietary,1,1,1,1,1,1,82,98,100,93,26,18,100,95,100,100,95,0,1,1,TRUE
TX,SAN ANTONIO,Proprietary,1,1,1,1,1,1,90,90,100,100,46,47,100,98,100,100,97,0,0,1,FALSE
PA,UNIONTOWN,Proprietary,1,1,1,1,1,1,68,82,100,100,43,50,100,98,100,98,94,0,1,1,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,97,99,100,100,69,65,100,100,100,100,100,0,1,1,FALSE
VA,RICHMOND,Proprietary,1,1,1,1,1,1,87,97,85,98,77,81,93,100,97,95,99,0,0,0,FALSE
MO,KANSAS CITY,Proprietary,1,1,1,1,1,1,95,87,100,100,74,77,74,99,100,89,100,0,0,0,FALSE
VA,CHESTERFIELD,Proprietary,1,1,1,1,0,1,95,100,100,100,92,89,98,100,99,99,100,0,0,0,TRUE
NC,JACKSONVILLE,Proprietary,1,1,1,1,1,1,91,95,99,98,85,81,93,99,100,94,100,0,0,0,FALSE
KY,LOUISVILLE,Proprietary,1,1,1,1,1,1,93,99,100,100,82,81,99,100,100,100,100,0,0,0,FALSE
LA,NATCHITOCHES,Proprietary,1,1,1,0,0,1,91,88,100,82,58,59,100,94,100,100,98,0,7,1,FALSE
MI,SOUTHFIELD,Proprietary,1,1,1,1,1,1,97,95,100,99,80,75,100,98,100,100,95,0,0,0,FALSE
KY,BARBOURVILLE,Local,1,1,1,1,1,1,92,94,99,99,66,66,98,99,100,100,99,0,0,0,FALSE
WI,MARSHFIELD,Religious Affiliations,1,1,1,1,1,1,87,97,98,98,82,84,91,99,99,97,100,0,0,0,FALSE
IL,VILLA PARK,Proprietary,1,1,1,1,1,1,97,100,100,100,49,53,100,100,100,100,100,0,1,1,FALSE
NC,CHARLOTTE,Other,1,1,1,1,1,1,87,98,99,97,72,79,97,98,99,95,99,0,0,0,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,87,99,100,99,98,94,97,99,96,93,97,0,4,1,FALSE
TX,ODESSA,Proprietary,1,1,1,1,1,1,91,99,100,100,67,71,98,100,100,100,100,0,0,1,FALSE
IN,FORT WAYNE,Other,1,1,1,1,1,1,80,95,99,99,69,71,90,99,97,96,98,0,0,0,FALSE
CO,FORT COLLINS,Proprietary,1,1,1,1,1,1,95,88,100,97,92,74,90,98,96,84,99,0,0,1,FALSE
CA,SANTA MARIA,Religious Affiliations,1,1,1,1,1,1,85,89,100,95,75,79,90,99,99,98,93,0,0,0,FALSE
IL,OAKBROOK TER,Proprietary,1,1,1,1,1,1,94,97,100,95,45,35,100,100,100,100,92,0,1,1,FALSE
IL,ELMWOOD PARK,Proprietary,1,1,1,1,1,1,90,98,98,100,58,89,100,99,100,100,99,0,0,0,TRUE
PA,CLARKS SUMMIT,Private,1,1,1,1,1,1,99,99,96,100,76,81,95,99,100,97,100,0,0,0,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,1,93,43,98,81,79,75,73,100,99,20,100,0,1,1,FALSE
AL,VERNON,Proprietary,1,1,0,0,0,1,75,99,100,100,100,100,100,99,100,100,100,0,1,1,FALSE
TX,BELLAIRE,Proprietary,1,1,1,1,1,1,85,84,95,97,60,64,90,99,99,95,96,0,0,0,TRUE
NC,WILMINGTON,Proprietary,1,1,1,1,1,1,98,99,100,100,93,95,99,99,100,100,100,0,0,0,FALSE
TX,EL PASO,Proprietary,1,1,1,1,1,1,86,98,100,98,96,41,99,100,100,100,100,0,1,1,FALSE
MI,SOUTHFIELD,Proprietary,1,1,1,1,1,1,82,99,100,100,71,61,100,100,100,100,100,0,1,1,FALSE
TX,MESQUITE,Proprietary,1,1,1,1,1,1,81,92,100,79,84,88,66,97,99,89,95,0,1,1,FALSE
CT,ENFIELD,Other,1,1,1,1,1,1,91,98,100,99,78,76,96,100,96,90,100,0,0,0,FALSE
MD,OWINGS MILLS,Proprietary,1,1,1,1,1,1,78,97,100,98,83,85,94,100,98,96,100,0,1,1,FALSE
MD,SILVER SPRING,Private,1,1,1,1,1,1,99,99,100,96,99,98,100,99,100,100,100,0,1,1,FALSE
OH,SEAMAN,Other,1,1,1,1,1,1,92,93,99,99,73,84,98,99,100,100,98,0,0,0,FALSE
MI,KALAMAZOO,Proprietary,1,1,1,1,1,1,90,97,100,99,85,82,94,99,99,95,99,0,1,1,FALSE
TX,ALLEN,Proprietary,1,1,1,1,1,1,83,68,100,98,53,38,96,98,98,95,92,1,1,1,FALSE
TX,MESQUITE,Proprietary,1,1,1,1,1,1,79,100,94,82,10,3,94,97,100,95,91,2,1,1,FALSE
PA,PITTSTON,Proprietary,1,1,1,1,1,1,96,92,100,96,71,69,94,99,98,98,100,0,0,0,FALSE
TX,HONDO,Proprietary,1,1,0,0,0,1,95,96,100,98,92,86,97,100,99,99,99,0,0,0,FALSE
MI,SOUTHFIELD,Proprietary,1,1,1,0,1,1,89,87,100,97,65,68,90,99,99,95,99,0,1,1,FALSE
MS,MERIDIAN,Proprietary,1,1,1,1,1,1,94,94,99,98,67,62,90,100,97,87,98,0,0,0,FALSE
KS,EUREKA,State/County,1,1,1,1,0,1,99,99,100,100,71,86,97,100,100,100,100,0,0,0,TRUE
OH,VAN WERT,Private,1,1,1,1,1,1,97,98,100,99,74,79,98,99,99,98,100,0,0,0,FALSE
TX,DUNCANVILLE,Proprietary,1,1,1,1,1,1,82,87,100,99,82,85,98,100,98,97,98,0,0,1,FALSE
KY,HYDEN,State/County,1,1,1,1,0,1,89,52,97,29,75,69,90,76,68,83,82,0,0,1,FALSE
CA,ROSEVILLE,Other,1,1,1,1,1,1,90,97,99,98,71,77,98,98,99,99,99,0,0,0,FALSE
FL,DORAL,Proprietary,1,1,1,1,1,1,90,97,100,100,70,93,98,100,100,100,99,0,1,1,FALSE
CA,CAMPBELL,Proprietary,1,1,1,1,1,1,93,99,99,99,68,60,87,99,99,98,100,0,0,1,FALSE
LA,KENNER,Proprietary,1,1,1,1,1,1,93,60,100,97,63,55,80,99,92,78,100,0,0,0,FALSE
CA,ANAHEIM,Proprietary,1,1,1,1,1,1,95,99,100,100,95,98,99,100,99,99,99,0,0,0,FALSE
CA,FRESNO,Proprietary,1,1,1,1,1,1,92,90,99,98,62,70,87,98,99,86,100,0,0,0,FALSE
CA,CARLSBAD,Proprietary,1,1,1,1,1,1,92,87,100,99,87,92,72,99,89,86,100,0,1,1,FALSE
OH,MANSFIELD,Proprietary,1,1,1,1,0,1,86,99,85,95,58,54,100,93,99,99,95,0,1,1,FALSE
IL,CHICAGO,Proprietary,1,1,1,1,1,1,86,98,100,97,35,32,100,100,100,100,100,0,1,1,FALSE
TX,EL PASO,Proprietary,1,1,1,1,1,1,70,99,99,99,89,90,100,99,100,100,95,0,1,1,TRUE
WA,KENNEWICK,Other,1,1,1,1,1,1,80,96,100,98,82,75,95,100,97,97,99,0,0,0,FALSE
TX,HOUSTON,Proprietary,1,1,1,1,1,0,93,100,100,100,79,81,100,96,100,100,100,0,2,1,FALSE
LA,LAFAYETTE,Proprietary,1,1,1,1,1,1,95,48,99,95,56,56,87,98,93,81,99,0,0,0,FALSE
TX,ANGLETON,Proprietary,1,1,1,1,1,1,93,14,100,99,67,63,100,100,100,95,98,1,1,1,FALSE
FL,AVENTURA,Proprietary,1,1,1,1,1,1,95,85,99,95,58,59,95,97,98,100,100,0,0,0,FALSE
TX,RICHARDSON,Proprietary,1,1,1,1,1,1,88,96,100,100,71,92,94,100,98,95,100,4,7,1,FALSE
CA,SAN BRUNO,Proprietary,1,1,1,1,1,1,95,89,100,100,74,66,93,100,100,98,100,0,0,1,FALSE
IL,DARIEN,Proprietary,1,1,1,1,1,1,96,92,100,100,95,96,97,100,99,92,100,0,1,1,FALSE
AL,SCOTTSBORO,Private,1,1,1,1,0,1,99,99,100,100,70,78,100,100,100,100,98,0,0,0,FALSE
KY,OWENSBORO,Proprietary,1,1,1,1,1,1,95,94,93,100,91,95,90,100,100,80,100,0,1,1,FALSE
TX,KATY,Proprietary,1,1,1,1,1,1,94,99,100,100,86,78,97,100,99,96,100,0,1,1,FALSE
TX,VIDOR,Proprietary,1,1,1,1,1,1,83,93,100,97,48,41,97,95,100,99,100,0,1,1,TRUE
IL,GLADSTONE,State/County,1,1,1,1,1,1,80,88,95,99,70,82,96,62,98,96,94,0,1,1,FALSE
SC,COLUMBIA,Proprietary,1,1,1,1,1,1,70,86,100,98,66,68,97,99,99,98,100,0,0,0,FALSE
TX,DENVER CITY,State/County,1,1,0,1,0,1,87,76,100,98,63,76,96,100,99,100,100,0,1,1,FALSE
TX,NEW BRAUNFELS,Religious Affiliations,1,1,1,1,1,1,97,97,100,100,88,92,99,100,100,100,100,0,0,1,FALSE
OK,MUSKOGEE,Proprietary,1,1,1,1,1,1,97,69,100,97,87,93,100,99,100,100,95,0,0,1,FALSE
OH,CALDWELL,State/County,1,1,1,1,0,1,98,90,99,100,87,86,95,99,97,95,98,1,1,1,TRUE
CA,ARTESIA,Proprietary,1,1,1,1,1,1,90,99,99,99,88,97,100,97,100,100,100,0,1,1,FALSE
HI,KANEOHE,Religious Affiliations,1,1,1,1,1,1,84,100,100,92,88,84,99,100,100,99,100,0,0,0,FALSE
AR,MELBOURNE,State/County,1,1,1,1,0,1,87,97,100,99,78,79,96,98,94,93,99,0,0,1,TRUE
TX,GARLAND,Proprietary,1,1,1,1,1,1,85,99,100,96,69,33,98,100,99,98,100,0,1,1,FALSE
CO,FORT COLLINS,Proprietary,1,1,1,1,1,1,95,95,100,95,80,79,95,99,98,96,100,0,0,1,FALSE
IN,MERRILLVILLE,Proprietary,1,1,1,1,1,1,99,93,98,99,75,82,99,100,100,100,100,0,1,1,FALSE
TX,PORTER,Proprietary,1,1,1,1,1,1,86,96,100,99,85,88,99,98,100,99,99,0,0,0,FALSE
NM,BUENA VISTA,Proprietary,1,1,1,1,1,1,73,88,99,97,87,87,100,99,99,100,96,0,1,1,FALSE
FL,SARASOTA,Proprietary,1,1,1,1,1,1,97,92,99,100,80,81,88,99,98,86,97,0,0,1,FALSE
CA,BURBANK,Proprietary,1,1,1,1,1,1,99,99,100,100,50,39,100,100,100,98,80,0,1,1,FALSE
LA,BOSSIER CITY,Proprietary,1,1,1,1,1,1,85,83,100,88,64,82,71,100,88,77,99,0,0,0,FALSE
NV,ELY,Proprietary,1,1,0,0,0,1,80,100,100,100,65,65,94,100,100,95,100,2,1,1,FALSE
IL,LINCOLNWOOD,Proprietary,1,1,1,1,1,1,92,97,99,100,75,73,99,99,100,99,99,0,1,1,FALSE
OK,TULSA,Proprietary,1,1,1,1,0,1,77,80,89,85,63,60,55,90,92,74,88,0,2,1,FALSE
TX,CORPUS CHRISTI,Proprietary,1,1,1,1,1,1,94,99,100,100,59,65,100,100,100,100,97,0,1,1,FALSE
UT,SALT LAKE CITY,Proprietary,1,1,1,1,1,1,86,84,95,88,82,86,81,91,97,94,95,0,1,1,FALSE
OH,MARION,Proprietary,1,1,1,1,1,1,99,99,99,100,70,81,99,100,100,100,100,0,0,0,FALSE
IL,LINCOLNWOOD,Proprietary,1,1,1,1,1,1,62,99,100,99,41,54,100,99,100,92,96,0,1,1,FALSE
TX,ALICE,Proprietary,1,1,1,1,1,0,70,70,99,100,71,5,94,100,98,95,90,5,7,1,FALSE
MI,BAY CITY,Proprietary,1,1,1,1,1,1,93,96,100,97,77,72,99,99,100,100,99,0,0,0,FALSE
TX,BELLAIRE,Proprietary,1,1,1,1,1,1,99,99,100,100,74,75,100,100,99,98,100,0,1,1,FALSE
OK,TULSA,Proprietary,1,1,1,1,1,1,83,91,97,95,85,78,88,97,97,93,95,0,0,0,FALSE
NJ,WEST ORANGE,Proprietary,1,1,1,1,1,1,91,96,90,99,63,64,98,100,100,99,100,0,0,0,FALSE
AL,DEMOPOLIS,Combination GOVT & Voluntary,1,1,1,0,0,1,87,98,100,100,51,33,99,99,100,100,97,0,0,1,FALSE
IL,ARLINGTON HEIGHTS,Proprietary,1,1,1,1,1,1,98,100,100,96,74,54,100,100,100,95,100,1,1,1,FALSE
MN,COON RAPIDS,Proprietary,1,1,1,0,0,1,78,94,100,97,84,88,94,98,100,95,95,1,1,1,FALSE
TX,MOUNT PLEASANT,Proprietary,1,1,1,1,1,1,87,97,100,100,90,87,100,100,100,100,96,0,0,0,FALSE
FL,DORAL,Proprietary,1,1,1,1,1,1,97,100,100,100,96,95,100,100,100,100,100,0,1,1,FALSE
AR,WEST HELENA,State/County,1,1,0,1,1,1,91,75,99,99,57,44,97,96,98,99,99,0,0,0,TRUE
MO,SAINT LOUIS,Proprietary,1,1,1,1,1,0,88,96,100,98,76,78,91,100,100,100,98,0,1,1,TRUE
TX,BRYAN,Proprietary,1,1,1,1,1,1,86,98,100,97,73,75,98,96,99,100,96,0,1,1,FALSE
CA,NORTH HOLLYWOOD,Proprietary,1,0,0,0,0,1,97,100,100,100,81,86,100,100,100,100,100,0,0,1,FALSE
FL,BONITA SPRINGS,Proprietary,1,1,1,1,1,1,94,93,100,99,99,100,100,100,100,100,100,0,0,1,FALSE
TX,SAN ANTONIO,Proprietary,1,1,1,1,1,1,74,88,100,100,45,26,94,100,100,95,100,2,1,1,FALSE
AZ,SUN CITY,Proprietary,1,1,1,1,1,1,82,96,100,100,66,78,97,100,99,100,100,0,1,1,FALSE
NM,ALBUQUERQUE,Proprietary,1,1,1,1,1,1,97,97,100,100,90,90,96,100,99,99,100,0,0,0,FALSE
VA,DANVILLE,Proprietary,1,1,1,1,1,1,95,95,100,99,76,69,98,100,99,99,100,0,0,0,FALSE
WI,DODGEVILLE,Proprietary,1,1,1,1,1,1,98,99,100,100,82,84,97,100,100,100,100,0,0,1,FALSE
PA,SHOEMAKERSVILLE,Private,1,1,1,1,1,1,96,90,99,99,86,82,96,98,99,98,99,0,0,0,FALSE
NM,LAS CRUCES,Proprietary,1,1,1,1,1,1,95,100,100,100,84,88,99,100,100,99,100,0,1,1,FALSE
NM,HOBBS,Proprietary,1,1,0,0,0,1,99,81,100,84,69,67,100,99,98,98,90,0,3,1,FALSE
FL,LONGWOOD,Proprietary,1,1,1,1,1,1,94,97,100,100,73,67,95,99,98,98,100,0,0,0,FALSE
MO,CREVE COEUR,Proprietary,1,1,1,1,1,1,96,62,83,100,85,94,87,100,96,90,100,0,0,0,FALSE
SC,AIKEN,Proprietary,1,1,1,1,1,1,84,95,99,97,81,85,98,99,99,99,96,0,0,0,FALSE
TX,PLANO,Proprietary,1,1,1,1,1,1,94,71,100,100,100,100,94,100,100,100,100,1,1,1,FALSE
TX,STAFFORD,Proprietary,1,1,1,1,1,1,89,99,100,83,35,39,97,98,100,92,98,0,1,1,FALSE
TN,LIVINGSTON,Proprietary,1,1,1,1,1,1,95,95,87,100,84,84,92,100,97,95,100,0,0,0,TRUE
TN,FRANKLIN,Proprietary,1,1,1,1,1,1,93,91,99,96,84,86,87,99,95,90,98,0,0,0,FALSE
SC,SPARTANBURG,State/County,1,1,1,1,1,1,94,97,100,93,79,84,97,100,98,99,100,0,0,0,FALSE
FL,MIAMI,Proprietary,1,1,1,1,1,1,96,49,100,99,57,14,100,100,100,100,98,0,1,1,FALSE
FL,MELBOURNE,Proprietary,1,1,1,1,1,1,96,99,100,99,66,79,98,100,99,99,100,0,0,1,FALSE
GA,JESUP,Other,1,1,0,1,1,1,96,91,100,100,69,57,94,100,95,94,99,0,0,0,FALSE
TX,DALLAS,Proprietary,1,1,1,1,1,1,99,97,96,100,74,52,71,100,100,100,100,0,1,1,FALSE
MN,GOLDEN VALLEY,Private,1,1,1,0,0,1,68,70,100,89,72,63,94,96,100,95,74,2,7,1,FALSE
CA,SAN JOSE,Proprietary,1,1,1,1,1,1,96,100,100,100,92,99,100,100,100,100,100,0,2,1,TRUE
TX,SAN ANTONIO,Proprietary,1,1,1,1,1,1,85,77,93,100,88,92,98,88,100,99,89,0,1,1,FALSE
FL,TAMARAC,Proprietary,1,1,1,1,1,1,99,100,100,100,93,99,100,100,100,100,99,0,0,1,FALSE
FL,LIGHTHOUSE POINT,Proprietary,1,1,1,1,1,1,92,98,100,96,73,67,99,99,100,99,100,0,1,1,FALSE
CA,GLENDALE,Proprietary,1,1,1,1,1,1,97,99,100,100,75,83,99,99,100,88,99,0,0,1,FALSE
PA,HUNTINGDON VALLEY,Proprietary,1,1,1,0,0,1,90,100,100,100,83,100,94,100,100,100,100,1,2,1,FALSE
PA,MCMURRAY,Proprietary,1,1,1,1,1,1,99,96,100,86,87,89,96,96,100,100,100,0,0,0,FALSE
TX,SPRING,Proprietary,1,1,1,1,1,1,96,100,99,98,65,70,99,98,100,98,98,0,1,1,FALSE
PA,FEASTERVILLE,Proprietary,1,1,1,1,0,1,97,97,100,95,84,85,86,100,93,86,100,0,0,0,FALSE
FL,NEW PORT RICHEY,Proprietary,1,1,1,0,1,1,88,88,100,94,50,50,93,99,99,92,99,0,0,1,FALSE
FL,BELLEVIEW,Proprietary,1,1,1,1,1,1,92,91,100,97,48,51,76,99,99,94,99,0,0,0,FALSE
VA,CANA,Proprietary,1,1,0,0,0,1,95,100,91,99,72,87,100,100,100,100,99,0,1,1,FALSE
OH,MCARTHUR,Local,1,1,0,0,0,1,96,99,100,99,79,87,97,99,98,95,100,0,1,1,FALSE
PR,HATO REY,Private,1,1,1,1,1,1,95,99,100,100,27,36,100,100,100,100,100,0,0,1,FALSE
IL,PARK RIDGE,Proprietary,1,1,1,1,1,1,91,95,100,91,31,26,97,99,99,92,97,0,1,1,FALSE
MI,BIG RAPIDS,State/County,1,1,1,1,1,1,99,96,99,94,84,88,98,97,100,100,97,0,0,0,FALSE
IL,ROLLING MDWS,Proprietary,1,1,1,1,1,1,92,97,100,100,39,32,100,100,100,100,100,0,1,1,FALSE
MA,BROCKTON,Private,1,1,1,1,1,1,93,98,100,100,83,90,99,100,100,98,99,0,0,0,FALSE
OK,OKLAHOMA CITY,Religious Affiliations,1,1,1,1,1,1,96,96,98,98,84,82,98,98,100,99,98,0,0,0,FALSE
TX,IRVING,Proprietary,1,1,1,1,1,1,99,83,99,99,96,95,100,99,100,95,100,1,1,1,FALSE
MN,RED WING,Private,1,1,1,1,1,1,96,98,100,98,85,81,94,100,99,99,100,0,0,0,FALSE
PA,PHILADELPHIA,Private,1,1,1,1,1,1,100,99,100,100,99,99,98,100,100,100,100,0,1,1,FALSE
TX,FREER,Proprietary,1,1,1,1,1,1,87,100,100,100,71,52,94,100,100,95,100,3,7,1,TRUE
TX,SAN ANTONIO,Proprietary,1,1,1,1,1,1,88,88,99,99,51,36,100,97,99,95,93,0,1,1,FALSE
NM,LAS CRUCES,Proprietary,1,1,1,1,1,1,92,96,100,98,81,64,94,100,100,96,99,0,1,1,FALSE
TX,DUNCANVILLE,Proprietary,1,1,1,1,1,1,93,97,99,89,76,77,96,100,100,80,92,0,1,1,FALSE
CA,EUREKA,Religious Affiliations,1,1,1,1,1,1,79,95,100,99,84,88,96,98,99,97,96,0,0,0,FALSE
